Gene,delta_correlation,Cancer
LENG9,0.44734504169889533,LSCC
LEO1,0.11589551280951607,LSCC
LEP,0.08839113314858718,LSCC
LEPR,-0.24037521639879916,LSCC
LETM1,0.4442818846469873,LSCC
LETMD1,0.5494054791959267,LSCC
LFNG,0.45069235035173844,LSCC
LGALS1,0.47342802128471184,LSCC
LGALS2,0.2663214013416054,LSCC
LGALS3,0.037377446403993764,LSCC
LGALS3BP,0.596955769571049,LSCC
LGALS4,-0.3519082062872985,LSCC
LGALS8,0.4139803200553205,LSCC
LGALS9,0.05568552114555647,LSCC
LGALSL,0.4910319409907587,LSCC
LGMN,0.049998275657765934,LSCC
LHFPL2,0.4736499708960785,LSCC
LHFPL6,-0.005816477479314686,LSCC
LHPP,0.10741161834306301,LSCC
LIAS,0.6631629244181482,LSCC
LIFR,-0.18215401519751273,LSCC
LIG1,0.6178522524422954,LSCC
LIG3,0.6986960570446955,LSCC
LIG4,0.7524886071089744,LSCC
LILRA2,0.1524407740265633,LSCC
LILRB1,0.19984404331747685,LSCC
LILRB2,0.14063978889430684,LSCC
LILRB5,-0.010456149358132882,LSCC
LIMA1,0.5682311004984932,LSCC
LIMCH1,-0.17665327369763412,LSCC
LIMD1,0.07623882673146187,LSCC
LIMD2,0.06506011210898399,LSCC
LIME1,-0.24763618842391,LSCC
LIMK1,0.03672378909021623,LSCC
LIMK2,0.7953729446938498,LSCC
LIMS1,0.3051476394153292,LSCC
LIN37,0.1636557389130262,LSCC
LIN52,0.5166264535976841,LSCC
LIN54,0.6477941079823111,LSCC
LIN7A,0.38580776210698614,LSCC
LIN7C,-0.01930028843906581,LSCC
LIN9,0.36225956486976585,LSCC
LINC01873,0.45870460916727496,LSCC
LIPA,-0.17747425697924035,LSCC
LIPE,0.3027284521612275,LSCC
LIPG,0.43651478633394075,LSCC
LIPH,0.21877291838789223,LSCC
LITAF,0.3533184626607157,LSCC
LIX1L,0.2825917199165615,LSCC
LLGL1,0.552811433012142,LSCC
LLGL2,0.2569708633960718,LSCC
LLPH,0.49678890777728135,LSCC
LMAN1,0.577414212625107,LSCC
LMAN2,0.019012007443147072,LSCC
LMAN2L,0.6234695157620314,LSCC
LMBRD1,0.24933696833363714,LSCC
LMBRD2,0.48885934478130016,LSCC
LMCD1,0.16549087777117066,LSCC
LMF1,0.363006700115891,LSCC
LMF2,0.3721448432435434,LSCC
LMNA,0.5075385718985406,LSCC
LMNB1,0.0052849017595723025,LSCC
LMNB2,0.45267611610401753,LSCC
LMO4,0.2651910181482674,LSCC
LMO7,-0.004018101903682902,LSCC
LMOD1,-0.08265908441724246,LSCC
LMOD3,0.10676085462447282,LSCC
LMTK2,0.046478057846658816,LSCC
LNPEP,0.6123645490498403,LSCC
LNPK,0.5229067706421273,LSCC
LNX1,0.4821166089005706,LSCC
LNX2,0.0356419231190121,LSCC
LOC105371267,-0.04992495348620718,LSCC
LONP1,0.4074516395584826,LSCC
LONP2,0.6625007762788311,LSCC
LOX,-0.028537227190925885,LSCC
LOXL1,0.30308725907770295,LSCC
LOXL2,0.27541226990373546,LSCC
LOXL3,0.5859386721604348,LSCC
LOXL4,0.585472695968208,LSCC
LPA,-0.026008629782724477,LSCC
LPCAT1,0.23841297722863652,LSCC
LPCAT2,0.11378285182093628,LSCC
LPCAT3,0.30958362191760885,LSCC
LPCAT4,0.5948329415097142,LSCC
LPGAT1,0.5834634244462054,LSCC
LPIN1,0.7997267520911835,LSCC
LPIN2,0.38301084085330067,LSCC
LPIN3,0.49140750006810147,LSCC
LPL,-0.06712192188449212,LSCC
LPP,0.06864954698095926,LSCC
LPXN,0.14645734367234065,LSCC
LRBA,0.3291771672101225,LSCC
LRCH1,0.5364063784688784,LSCC
LRCH2,0.38099736908858894,LSCC
LRCH3,0.5849716776238553,LSCC
LRCH4,0.1461466761833508,LSCC
LRG1,0.04682837665977932,LSCC
LRIF1,0.5160282651417871,LSCC
LRIG1,0.38958094979547536,LSCC
LRIG3,0.6755099104017704,LSCC
LRMDA,0.1942603325454339,LSCC
LRMP,0.48972483826897883,LSCC
LRP1,0.3352252226684808,LSCC
LRP10,0.7468535981301067,LSCC
LRP11,0.17427388336681854,LSCC
LRP1B,0.06194065051748325,LSCC
LRP2,0.09728449997542721,LSCC
LRP4,0.41002110232245126,LSCC
LRP5,0.10184518012856988,LSCC
LRP6,0.016848711134059113,LSCC
LRP8,0.13883510201489485,LSCC
LRPAP1,0.16671061160113843,LSCC
LRPPRC,0.8894731173514113,LSCC
LRRC1,0.2139246213116759,LSCC
LRRC14,0.2070758850885819,LSCC
LRRC15,0.5514988655817765,LSCC
LRRC17,0.29605408769264513,LSCC
LRRC20,0.3844397611427609,LSCC
LRRC25,0.09178213342939234,LSCC
LRRC32,-0.21103685231445596,LSCC
LRRC40,0.4328676639523481,LSCC
LRRC41,0.5148462784601913,LSCC
LRRC42,0.35983904880841,LSCC
LRRC45,-0.4539466669127028,LSCC
LRRC46,0.010589680809464097,LSCC
LRRC47,0.36567290870976904,LSCC
LRRC49,-0.07961179536341186,LSCC
LRRC57,0.13293323049306838,LSCC
LRRC58,0.007714308476674925,LSCC
LRRC59,0.4199560056702295,LSCC
LRRC6,0.004751387790802752,LSCC
LRRC7,-0.25862098720426513,LSCC
LRRC8A,0.48001597346940567,LSCC
LRRC8C,0.48198006447467723,LSCC
LRRC8D,0.8823281738133415,LSCC
LRRC8E,0.5450810682598066,LSCC
LRRCC1,0.370820245311042,LSCC
LRRFIP1,0.45731781441331987,LSCC
LRRFIP2,0.5193966013476258,LSCC
LRRIQ1,0.0787871296256319,LSCC
LRRK1,0.2579425216596126,LSCC
LRRK2,0.30021108805607694,LSCC
LRRN3,-0.008003439456355996,LSCC
LRSAM1,0.4527884349174687,LSCC
LRWD1,0.36642007700670554,LSCC
LSAMP,0.12695300740894033,LSCC
LSG1,0.8602576460333259,LSCC
LSM1,0.789601287979184,LSCC
LSM11,0.09242731658931898,LSCC
LSM12,0.28388999784087615,LSCC
LSM14A,0.4056834872496111,LSCC
LSM14B,0.6402845873562021,LSCC
LSM2,0.06396291805476229,LSCC
LSM3,0.17687859153941735,LSCC
LSM4,0.354822019377556,LSCC
LSM5,0.31903506089469363,LSCC
LSM6,0.19117450257404695,LSCC
LSM7,0.3351214323058254,LSCC
LSM8,0.03278191224806222,LSCC
LSP1,0.010079978803812173,LSCC
LSR,0.818886470125092,LSCC
LSS,0.20146132218166624,LSCC
LTA4H,0.052909002344308176,LSCC
LTB4R,-0.3088341122942005,LSCC
LTBP1,-0.053104774418110234,LSCC
LTBP2,-0.19472339018293244,LSCC
LTBP3,0.059774397048486944,LSCC
LTBP4,0.10872095835514162,LSCC
LTBR,0.4962940042678143,LSCC
LTC4S,0.0015734578255333087,LSCC
LTF,0.2548561599359357,LSCC
LTN1,0.5881178520896175,LSCC
LTO1,0.5210372500901709,LSCC
LTV1,0.6346218743360006,LSCC
LUC7L,0.5862746970693102,LSCC
LUC7L2,0.24365523871815908,LSCC
LUC7L3,0.3777232671660252,LSCC
LUM,7.834792131844459e-05,LSCC
LUZP1,0.6580735607329725,LSCC
LXN,0.09134452933012527,LSCC
LY6D,0.8163663311156352,LSCC
LY75-CD302,0.22799483096010167,LSCC
LY96,0.20160549498983454,LSCC
LYAR,0.6180690999972048,LSCC
LYN,0.3856705016052724,LSCC
LYPD3,0.9126344373546558,LSCC
LYPLA1,0.5614710227416597,LSCC
LYPLA2,0.40405975066736266,LSCC
LYPLAL1,0.6660150718817138,LSCC
LYRM1,0.35026644298333043,LSCC
LYRM2,0.5810680002651005,LSCC
LYRM4,0.34926861589454417,LSCC
LYRM7,0.5495638258841394,LSCC
LYRM9,0.2610572650680801,LSCC
LYSMD1,0.6546717403200003,LSCC
LYSMD2,0.35153152979543345,LSCC
LYSMD3,0.5655252843350267,LSCC
LYST,0.4424440175013312,LSCC
LYVE1,-0.26299161810991417,LSCC
LYZ,-0.17599670177011922,LSCC
LZIC,0.4607446057671314,LSCC
LZTFL1,0.12223952656886228,LSCC
LZTR1,0.3546155665861931,LSCC
LZTS1,0.0960140538837328,LSCC
LZTS2,0.5077462772311625,LSCC
LZTS3,0.5251512424564679,LSCC
M6PR,0.0924752063125498,LSCC
MACC1,0.4708512316227184,LSCC
MACO1,0.6099906824093996,LSCC
MACROD1,0.3911386615132165,LSCC
MACROD2,0.21640589062095794,LSCC
MAD1L1,0.426316871438124,LSCC
MAD2L1,0.846900715055631,LSCC
MAD2L1BP,0.5348751970449483,LSCC
MAD2L2,0.07166821152667972,LSCC
MADD,0.6372184043373909,LSCC
MAEA,-0.09676591988512388,LSCC
MAF,0.2291280478859809,LSCC
MAF1,0.12477421240274211,LSCC
MAFB,0.1635694960345282,LSCC
MAFF,0.24010459463853318,LSCC
MAFG,0.5632925431842403,LSCC
MAFK,0.4180345487271549,LSCC
MAGEA4,1.0951153858397171,LSCC
MAGEB17,0.13115889104412476,LSCC
MAGEB2,0.8086457587472015,LSCC
MAGEC3,0.16564985726223797,LSCC
MAGED1,0.38108186541176053,LSCC
MAGED2,0.022234174094506676,LSCC
MAGED4B,0.1472939345843469,LSCC
MAGEH1,0.20744640067591635,LSCC
MAGI1,-0.11118665260711458,LSCC
MAGI2,0.009820991501863524,LSCC
MAGI3,0.06765617777479749,LSCC
MAGOHB,0.39236551986317714,LSCC
MAGT1,0.2945792391865786,LSCC
MAIP1,0.44090073801236407,LSCC
MAK,0.018276388541772798,LSCC
MAK16,0.597579075848438,LSCC
MAL2,0.3379861122929785,LSCC
MALSU1,0.1431871780257683,LSCC
MALT1,0.8189448515008702,LSCC
MAMDC2,0.2525752312444518,LSCC
MAML1,0.2076125263081624,LSCC
MAML2,0.8573245965049509,LSCC
MAML3,0.43637927821991573,LSCC
MAN1A1,0.05276084119354285,LSCC
MAN1A2,0.12054308771821248,LSCC
MAN1B1,0.6731207704076251,LSCC
MAN1C1,0.2365883385820383,LSCC
MAN2A1,0.4185969624741141,LSCC
MAN2A2,0.4865035911614922,LSCC
MAN2B1,0.09080402621322387,LSCC
MAN2B2,0.206660197396351,LSCC
MAN2C1,0.3849688416099161,LSCC
MANBA,0.07787523064928414,LSCC
MANBAL,0.30240308936100074,LSCC
MANEA,0.35045411075305943,LSCC
MANF,0.08606496589379165,LSCC
MANSC1,0.5931421189682624,LSCC
MAOA,0.453188129713458,LSCC
MAOB,-0.036512588820172276,LSCC
MAP1A,0.09460856444604115,LSCC
MAP1B,0.20641101541535234,LSCC
MAP1LC3A,0.3843821644710844,LSCC
MAP1LC3B,-0.13289281553697635,LSCC
MAP1S,0.6303548727347258,LSCC
MAP2,0.2561996152230974,LSCC
MAP2K1,0.606031137533438,LSCC
MAP2K2,0.48896460771718575,LSCC
MAP2K3,0.3041419906560028,LSCC
MAP2K4,0.9189940316408826,LSCC
MAP2K5,0.3545880919268569,LSCC
MAP2K6,0.32281399478617495,LSCC
MAP2K7,0.25985841715620345,LSCC
MAP3K1,0.22645698574091364,LSCC
MAP3K11,0.21621608703566422,LSCC
MAP3K13,0.3500735822471076,LSCC
MAP3K2,0.6009121030158621,LSCC
MAP3K20,0.32167732903005636,LSCC
MAP3K21,0.040004109162784726,LSCC
MAP3K3,0.43437865035534623,LSCC
MAP3K4,0.5316727045547731,LSCC
MAP3K5,0.5716174703483144,LSCC
MAP3K6,0.3641685939403225,LSCC
MAP3K7,0.3038229313213866,LSCC
MAP3K8,0.4322926719891027,LSCC
MAP4,0.46188311889450895,LSCC
MAP4K1,0.11115681355510287,LSCC
MAP4K3,0.34975351612814515,LSCC
MAP4K4,0.11761020308688194,LSCC
MAP4K5,0.539847343835153,LSCC
MAP6,0.08363929396245429,LSCC
MAP7,0.5549613440663936,LSCC
MAP7D1,1.0408760663378953,LSCC
MAP7D2,0.6002091533712439,LSCC
MAP7D3,0.1620142063521227,LSCC
MAP9,0.3729077451778267,LSCC
MAPK1,0.415893858489474,LSCC
MAPK11,0.48704049966366814,LSCC
MAPK12,0.2762918974331665,LSCC
MAPK13,0.27205974314590703,LSCC
MAPK14,0.37307711491844203,LSCC
MAPK15,-0.18284903175543085,LSCC
MAPK1IP1L,0.32788163772712153,LSCC
MAPK3,0.1002035377569741,LSCC
MAPK7,0.6054182562176792,LSCC
MAPK8,0.584801810650808,LSCC
MAPK8IP1,-0.1088000783413055,LSCC
MAPK8IP3,0.13760623652228993,LSCC
MAPKAP1,0.271356222893356,LSCC
MAPKAPK2,0.7456441006201424,LSCC
MAPKAPK3,0.018802955013918154,LSCC
MAPKAPK5,0.13220702325253283,LSCC
MAPKBP1,0.6979959666616335,LSCC
MAPRE1,0.9552393146434777,LSCC
MAPRE2,0.3554889677977247,LSCC
MAPRE3,0.2782406113453688,LSCC
MAPT,0.14191418709225012,LSCC
MARC1,0.4923369089430443,LSCC
MARC2,0.37010015980014815,LSCC
MARCH5,0.3955673388821058,LSCC
MARCH6,0.6218118495853558,LSCC
MARCH7,0.3521253815695565,LSCC
MARCKS,0.15125217262492302,LSCC
MARCKSL1,0.23012807589675144,LSCC
MARCO,-0.17535510212655825,LSCC
MARF1,0.29776291377811825,LSCC
MARK1,0.2875982224001392,LSCC
MARK2,0.421229294156813,LSCC
MARK3,0.5074543342791196,LSCC
MARK4,0.261177638719275,LSCC
MARS,0.32876798394476986,LSCC
MARS2,0.7062433746980767,LSCC
MARVELD1,0.2916562537743692,LSCC
MARVELD2,0.2667433473314709,LSCC
MARVELD3,0.5881543201894269,LSCC
MASP1,0.06907605875639955,LSCC
MASP2,-0.15444861417747136,LSCC
MAST1,-0.06358993349217419,LSCC
MAST2,-0.041117489014403846,LSCC
MAST3,0.26199271522250683,LSCC
MAST4,0.7846622852036651,LSCC
MASTL,0.7539809545226674,LSCC
MAT1A,0.8202744025819638,LSCC
MAT2A,0.5412993571861305,LSCC
MAT2B,0.5049135717535896,LSCC
MATN1,-0.022446427789495432,LSCC
MATN2,0.14870820928093909,LSCC
MATN3,-0.004638918886647747,LSCC
MATR3,0.4815348596899695,LSCC
MAU2,0.5470209495742584,LSCC
MAVS,0.6271897683559933,LSCC
MAX,0.27462753056225925,LSCC
MAZ,-0.05963516311802919,LSCC
MB,0.4800774331465595,LSCC
MB21D2,0.5788989603922523,LSCC
MBD1,0.3431884820599401,LSCC
MBD2,0.4869539299944684,LSCC
MBD3,0.29007723699770094,LSCC
MBD4,0.5027107065933423,LSCC
MBIP,0.010031159582684412,LSCC
MBLAC1,0.4672808863216804,LSCC
MBLAC2,0.09683765647424497,LSCC
MBNL1,0.39792146403185735,LSCC
MBNL2,0.5413173441352095,LSCC
MBNL3,0.5447639036492695,LSCC
MBOAT1,0.1229529173126489,LSCC
MBOAT2,0.49922084005321565,LSCC
MBOAT7,0.6496193381315383,LSCC
MBP,0.4247032359981041,LSCC
MBTD1,0.28946772229548157,LSCC
MBTPS1,0.3988779309710794,LSCC
MCAM,-0.019393754147290942,LSCC
MCAT,0.6761780822393745,LSCC
MCC,0.14458042153742567,LSCC
MCCC1,0.36641130395548144,LSCC
MCCC2,0.4044928129668257,LSCC
MCEE,0.41699155139975114,LSCC
MCEMP1,-0.2325460174797659,LSCC
MCF2L,0.23953595415043266,LSCC
MCFD2,0.4549987529034669,LSCC
MCL1,0.11333305561608292,LSCC
MCM10,0.6487119429739636,LSCC
MCM2,0.764435209604339,LSCC
MCM3,0.5216193036872652,LSCC
MCM3AP,0.15308658522922414,LSCC
MCM4,0.7367387059642809,LSCC
MCM5,0.728518804965865,LSCC
MCM6,0.6969835857718442,LSCC
MCM7,0.69766957703607,LSCC
MCM8,0.3147011548086257,LSCC
MCMBP,0.4613456679016683,LSCC
MCOLN1,-0.03872263695617047,LSCC
MCRIP1,0.5471109257392732,LSCC
MCRIP2,0.3910129530717052,LSCC
MCRS1,0.18539646020360206,LSCC
MCTP1,0.3419884627749131,LSCC
MCTP2,0.48640819652101086,LSCC
MCTS1,0.2999031576456983,LSCC
MCU,0.7102426585398861,LSCC
MCUB,0.31403063027108824,LSCC
MCUR1,0.5345470840434688,LSCC
MDC1,0.5174676459491292,LSCC
MDH1,0.532772638418037,LSCC
MDH2,0.688108095302884,LSCC
MDK,0.31440535715202705,LSCC
MDM1,-0.24919647704540182,LSCC
MDN1,0.7141261019464297,LSCC
ME1,0.3676109603555221,LSCC
ME2,0.07995479778791847,LSCC
ME3,0.3076655546226067,LSCC
MEA1,0.29143186717708824,LSCC
MEAF6,0.2733801956644786,LSCC
MECOM,0.555525417222297,LSCC
MECP2,0.08430537877857827,LSCC
MECR,0.48116881335741796,LSCC
MED1,0.469476250027667,LSCC
MED10,0.24463203531270178,LSCC
MED11,0.14481621327221458,LSCC
MED12,0.38163138904519417,LSCC
MED12L,0.09196190909673087,LSCC
MED13,0.459884272583592,LSCC
MED13L,0.3204353148678214,LSCC
MED14,0.03329898547092315,LSCC
MED15,0.6217051376549065,LSCC
MED16,-0.18785561440944543,LSCC
MED17,0.45116806524937125,LSCC
MED18,0.24181519297283877,LSCC
MED19,0.2489035766570557,LSCC
MED20,0.37089742568400297,LSCC
MED21,0.15932123163040376,LSCC
MED22,0.27731987723310325,LSCC
MED23,0.28578227015790253,LSCC
MED24,0.14706674134756273,LSCC
MED25,0.3028658224190798,LSCC
MED26,0.16546599305401294,LSCC
MED27,0.2516381685600604,LSCC
MED28,0.1289186299685638,LSCC
MED29,0.18092754183391246,LSCC
MED30,0.43232151165839916,LSCC
MED31,0.17841884092879293,LSCC
MED4,0.32061303026674404,LSCC
MED6,0.180076203368575,LSCC
MED7,0.009808736763413789,LSCC
MED8,-0.20169725128958535,LSCC
MED9,0.2388517468351009,LSCC
MEF2C,0.32952240714508424,LSCC
MEF2D,0.6741573197182575,LSCC
MEFV,0.12318363037267088,LSCC
MEGF10,0.4761997312987639,LSCC
MEGF6,0.1625068536119672,LSCC
MEGF8,0.4653205595345374,LSCC
MEGF9,0.6016317986974493,LSCC
MEIS1,0.320708635574403,LSCC
MELK,0.7607112582276673,LSCC
MELTF,0.5420265266906437,LSCC
MEMO1,-0.045528399712423395,LSCC
MEN1,0.5463838685374647,LSCC
MEOX2,0.06726239420048041,LSCC
MEPCE,0.8143813254919084,LSCC
MERTK,0.4486378500291154,LSCC
MESD,0.5848812337381313,LSCC
MEST,0.2894380351005647,LSCC
MET,0.4826444759696203,LSCC
METAP1,0.8119340865987904,LSCC
METAP1D,0.5989316902612215,LSCC
METAP2,0.2029632582983309,LSCC
METRNL,0.13983548536555857,LSCC
METTL1,0.3260242816165723,LSCC
METTL14,0.24409397630514085,LSCC
METTL15,0.43632028434598014,LSCC
METTL16,0.4249072401885335,LSCC
METTL17,0.5201196993277525,LSCC
METTL18,0.16805259669039133,LSCC
METTL21A,-0.008343238724535157,LSCC
METTL25,0.3595272570436372,LSCC
METTL26,0.04273721033429917,LSCC
METTL2A,0.41098416006240784,LSCC
METTL2B,0.345091699871941,LSCC
METTL3,0.43369346070168746,LSCC
METTL5,0.5158796134366792,LSCC
METTL7A,0.3775355737050189,LSCC
METTL7B,0.3365327417544669,LSCC
METTL8,0.5768807978926808,LSCC
METTL9,0.2435972333225091,LSCC
MEX3A,0.3385854009464294,LSCC
MEX3C,-0.03267478582855626,LSCC
MEX3D,0.6977204380701603,LSCC
MFAP1,0.19023872636292793,LSCC
MFAP2,0.34963232311518744,LSCC
MFAP4,-0.12886439944513928,LSCC
MFAP5,0.058754952378598735,LSCC
MFF,0.7438300174047181,LSCC
MFGE8,-0.2878670359324377,LSCC
MFHAS1,0.48468144848406525,LSCC
MFN1,0.6907963906426905,LSCC
MFN2,0.5609454680168731,LSCC
MFSD10,0.4338775563353909,LSCC
MFSD4B,0.14464446757630806,LSCC
MFSD5,0.09046720448621898,LSCC
MFSD6,0.17647020870558272,LSCC
MGA,0.6548120690361084,LSCC
MGAM,-0.3687334198785809,LSCC
MGARP,0.1323053832956963,LSCC
MGAT1,0.3469207947172287,LSCC
MGAT2,0.22793818157091666,LSCC
MGAT5,0.5190074511048761,LSCC
MGLL,0.01737116657212534,LSCC
MGME1,0.6687292777693964,LSCC
MGMT,0.15402464063920096,LSCC
MGP,-0.18947947466995052,LSCC
MGRN1,0.13729053666548277,LSCC
MGST1,0.3825925708090427,LSCC
MGST2,0.4463886227392028,LSCC
MGST3,0.23365756553922384,LSCC
MIA2,0.6736062961358816,LSCC
MIA3,0.4418530994258164,LSCC
MIB1,0.17325678137330247,LSCC
MIB2,0.4425540343749671,LSCC
MICAL1,0.1274194280854961,LSCC
MICAL3,0.08324078957070591,LSCC
MICALL1,0.5019343200645454,LSCC
MICALL2,0.2914907535614451,LSCC
MICU1,0.14011503533255448,LSCC
MICU2,0.1958494015184601,LSCC
MID1,0.3705068835186435,LSCC
MID1IP1,0.03779285919543085,LSCC
MID2,0.3156746540240949,LSCC
MIEF1,0.6171209744049331,LSCC
MIEN1,0.7542769612906933,LSCC
MIER1,0.49418445988908266,LSCC
MIER2,0.31740553287466006,LSCC
MIER3,0.528461745928125,LSCC
MIF,0.42992669154492624,LSCC
MIF4GD,0.23230017821985227,LSCC
MIGA1,0.4598334438328735,LSCC
MIGA2,0.1840474145379535,LSCC
MILR1,0.1493742007770843,LSCC
MINDY1,0.2955704070767022,LSCC
MINDY2,-0.12333777151558412,LSCC
MINDY3,0.8874516030918504,LSCC
MINDY4,0.4619296287384359,LSCC
MINK1,0.045083958003909796,LSCC
MINPP1,0.6639486781726704,LSCC
MIOS,0.5026110248274246,LSCC
MIPEP,0.5065200117689741,LSCC
MIPOL1,0.15431622697103595,LSCC
MIS12,0.4506936676515437,LSCC
MIS18A,0.7597229656638604,LSCC
MIS18BP1,0.48027740702414423,LSCC
MISP,0.24480241675720427,LSCC
MISP3,0.2311013087898495,LSCC
MITD1,0.34618361904529105,LSCC
MITF,0.3454276366425034,LSCC
MKI67,0.6150949608797551,LSCC
MKKS,0.6818646923266982,LSCC
MKLN1,0.12743299096438385,LSCC
MKNK1,0.15906472497424706,LSCC
MKRN1,0.43891399832828726,LSCC
MKRN2,0.3877458415496572,LSCC
MLEC,-0.025752101383766157,LSCC
MLF1,0.3383092638472022,LSCC
MLF2,0.6974385407111778,LSCC
MLH1,0.26565479812254206,LSCC
MLKL,0.6242191496030576,LSCC
MLLT1,0.13440654078783842,LSCC
MLLT10,0.35821893423045165,LSCC
MLLT11,0.8023296646281478,LSCC
MLLT3,0.7966187347515254,LSCC
MLLT6,0.736058299159805,LSCC
MLPH,0.07404033541037602,LSCC
MLST8,0.09812394020230353,LSCC
MLX,-0.05741701039511038,LSCC
MLXIP,0.38694693600540897,LSCC
MLYCD,0.7054573530600416,LSCC
MMAA,0.7904524936937544,LSCC
MMAB,0.4053246950062931,LSCC
MMACHC,0.8797901043663049,LSCC
MMADHC,0.2903450947313212,LSCC
MME,-0.011610771051951074,LSCC
MMGT1,0.3467287661239454,LSCC
MMP1,0.5935941924934663,LSCC
MMP10,0.5101619908641661,LSCC
MMP11,0.8856315219743263,LSCC
MMP12,0.497797326374446,LSCC
MMP13,0.9316681613711006,LSCC
MMP14,0.4398278782116673,LSCC
MMP15,0.22200257693846082,LSCC
MMP19,0.08757448826203379,LSCC
MMP2,0.150746187080535,LSCC
MMP23B,-0.018587318943613373,LSCC
MMP24,-0.13959026979988096,LSCC
MMP24OS,0.009301038941888412,LSCC
MMP28,0.06721890393577223,LSCC
MMP3,1.1266634477544082,LSCC
MMP7,0.19859179875161753,LSCC
MMP8,-0.011069692918639351,LSCC
MMP9,-0.19566168540659834,LSCC
MMRN1,0.013994308396389266,LSCC
MMRN2,-0.06490556146851167,LSCC
MMS19,0.31721970074248335,LSCC
MMS22L,0.8061329809008179,LSCC
MNAT1,0.19619045885032776,LSCC
MNDA,-0.14141625238256972,LSCC
MNS1,-0.2596938980153677,LSCC
MNT,0.10133597209285235,LSCC
MOB1B,0.3942703795133532,LSCC
MOB2,0.2566417191569512,LSCC
MOB3A,0.46796515905380776,LSCC
MOB3B,0.5425921217003626,LSCC
MOB3C,0.2781054414422326,LSCC
MOCOS,0.23117872555468114,LSCC
MOCS1,0.02530964056635976,LSCC
MOCS2,0.35586023030330166,LSCC
MOCS3,0.551747295116756,LSCC
MOGS,0.6151636370153906,LSCC
MON1A,0.28777370649613826,LSCC
MON1B,0.165332152119744,LSCC
MON2,0.4476737161312518,LSCC
MORC1,0.29819808493864997,LSCC
MORC2,0.5052724838030335,LSCC
MORC3,0.6387663912642454,LSCC
MORC4,0.20445482156310352,LSCC
MORF4L1,0.33458441163041724,LSCC
MORF4L2,0.12580822447388956,LSCC
MOSPD2,-0.0012161387782503863,LSCC
MOV10,0.2764487308490591,LSCC
MOXD1,0.08843503000450492,LSCC
MPC2,0.17547330442885825,LSCC
MPDU1,0.1997051151910142,LSCC
MPDZ,0.0671553465026744,LSCC
MPEG1,0.22380080483817943,LSCC
MPG,0.4178110532605217,LSCC
MPHOSPH10,0.6876724019768016,LSCC
MPHOSPH6,0.08977325308281921,LSCC
MPHOSPH8,0.42335565149273424,LSCC
MPHOSPH9,0.15151039488314794,LSCC
MPI,0.06837095043941621,LSCC
MPLKIP,0.138032552371332,LSCC
MPND,0.2214616085241169,LSCC
MPO,0.17027663137174906,LSCC
MPP1,0.1831296629074154,LSCC
MPP2,0.3431039108479072,LSCC
MPP5,-0.13684174621178674,LSCC
MPP6,0.10774726802467638,LSCC
MPP7,0.4107569575742797,LSCC
MPPE1,0.19097372782038732,LSCC
MPRIP,0.15775907245653153,LSCC
MPST,0.5228455421831074,LSCC
MPV17,0.11918292660846247,LSCC
MPZL1,0.43655815188510244,LSCC
MPZL2,0.5703606432713455,LSCC
MR1,0.45829492597684585,LSCC
MRAS,0.2217764182925993,LSCC
MRC1,-0.024261588711205317,LSCC
MRC2,0.3012970340191311,LSCC
MRE11,0.3773683511528962,LSCC
MRFAP1,0.09521747811310566,LSCC
MRGBP,0.5648704605934844,LSCC
MRGPRF,0.24138096871031262,LSCC
MRI1,0.4549720914825785,LSCC
MRM1,0.6978851313187715,LSCC
MRM2,0.15104132831527625,LSCC
MRM3,0.6133929505725609,LSCC
MRNIP,0.18270391810110548,LSCC
MROH1,-0.054158398010333286,LSCC
MROH8,-0.0866379719655156,LSCC
MRPL1,0.4481018628412813,LSCC
MRPL10,0.4589472640436155,LSCC
MRPL11,0.1958022067399564,LSCC
MRPL12,0.47622151790756684,LSCC
MRPL13,0.6043441325747978,LSCC
MRPL14,0.2229138340657586,LSCC
MRPL15,0.4477233411061839,LSCC
MRPL16,0.026058020112209743,LSCC
MRPL17,0.1949458369105222,LSCC
MRPL18,0.2603838474910458,LSCC
MRPL19,0.5466453151415158,LSCC
MRPL2,0.3659696231826785,LSCC
MRPL20,0.3754705337854497,LSCC
MRPL21,0.20596149428766025,LSCC
MRPL22,0.3133214714291399,LSCC
MRPL24,0.5297740307903692,LSCC
MRPL27,0.4147239481601416,LSCC
MRPL28,0.1842085354434523,LSCC
MRPL3,0.47234660312447896,LSCC
MRPL30,0.34967457740152447,LSCC
MRPL32,0.031155733620969617,LSCC
MRPL33,0.3056455939967515,LSCC
MRPL34,0.0614490411841927,LSCC
MRPL35,0.4798590218927213,LSCC
MRPL37,0.3804689359708781,LSCC
MRPL38,0.27053394417678844,LSCC
MRPL39,0.4354094167628987,LSCC
MRPL4,0.5122248374655614,LSCC
MRPL40,0.24188554636862883,LSCC
MRPL41,0.09416814889864863,LSCC
MRPL42,0.2552640820325211,LSCC
MRPL43,0.3035086125491427,LSCC
MRPL44,-0.04380550337175816,LSCC
MRPL45,0.6370067282370214,LSCC
MRPL46,0.4916602455530953,LSCC
MRPL47,0.6051074455148292,LSCC
MRPL48,0.16011907504911835,LSCC
MRPL49,0.30683733481254427,LSCC
MRPL50,0.4381147702076701,LSCC
MRPL51,0.05922804180705091,LSCC
